_id,term,frequency,kb_id,type
67118a08a620e436ef12a76f,machinist hpr,12,,ORG
67118a08a620e436ef12a773,carmen,276,,ORG
67118a08a620e436ef12a774,resignees,3,,ORG
67118a08a620e436ef12a77a,firemen,48,,ORG
67118a08a620e436ef12a77b,oilers,33,,ORG
67118a08a620e436ef12a783,dlvisl department,3,,ORG
67118a08a620e436ef12a790,pittsburgh division,285,,ORG
67118a08a620e436ef12a791,pittsburgh western sub-division,12,,ORG
67118a08a620e436ef12a793,air brake examination,75,,ORG
67118a08a620e436ef12a798,the akron-chicago division,42,,ORG
67118a08a620e436ef12a79a,fireman-hostler,9,,ORG
67118a08a620e436ef12a79d,"db-39982-h.
 ",3,,ORG
67118a08a620e436ef12a79f,the pittsburgh division,123,,ORG
67118a08a620e436ef12a7a4,signal,171,,ORG
67118a08a620e436ef12a7a6,p.b. clerk,3,,ORG
67118a08a620e436ef12a7a9,"train goard
train goard",3,,ORG
67118a08a620e436ef12a7ac,e.v. e.n.,3,,ORG
67118a08a620e436ef12a7af,rato,9,,ORG
67118a08a620e436ef12a7bd,marion,75,,ORG
67118a08a620e436ef12a7be,o-hq,3,,ORG
67118a08a620e436ef12a7c7,mechical m air a transportation t date occupation sta dept div,3,,ORG
67118a08a620e436ef12a7c8,resgd personal,6,,ORG
67118a08a620e436ef12a7ca,provident,12,,ORG
67118a08a620e436ef12a7cc,ptr,63,,ORG
67118a08a620e436ef12a7cd,p.,12,,ORG
67118a08a620e436ef12a7ce,chr,36,,ORG
67118a08a620e436ef12a7d0,painter helper provident,3,,ORG
67118a08a620e436ef12a7d4,hdeiater fit co temp,3,,ORG
67118a08a620e436ef12a7d6,"pgh
rate of pay",3,,ORG
67118a08a620e436ef12a7d7,pgh glenwood,3,,ORG
67118a08a620e436ef12a7d8,peter joseph provident,6,,ORG
67118a08a620e436ef12a7db,no.834358 social security no,3,,ORG
67118a08a620e436ef12a7dc,adm.adm.,3,,ORG
67118a08a620e436ef12a7dd,hist hist,3,,ORG
67118a08a620e436ef12a7df,ftr,18,,ORG
67118a08a620e436ef12a7e2,helper brunswick brunswick,3,,ORG
67118a08a620e436ef12a7e5,"qj
phila",3,,ORG
67118a08a620e436ef12a7e7,helper cumb,24,,ORG
67118a08a620e436ef12a7e9,brakeman braunschweig cumb,3,,ORG
67118a08a620e436ef12a7ee,ohio yard,15,,ORG
67118a08a620e436ef12a7f4,newark division,117,,ORG
67118a08a620e436ef12a7f6,b&o 1511-f-1514-m-1510-f-rules,3,,ORG
67118a08a620e436ef12a7f8,nyc,114,,ORG
67118a08a620e436ef12a7f9,b&o book safety rules,3,,ORG
67118a08a620e436ef12a7fa,q. yard,3,,ORG
67118a08a620e436ef12a7fd,detroit crosssover,3,,ORG
67118a08a620e436ef12a7ff,hutchinson sd,3,,ORG
67118a08a620e436ef12a805,waliace dr-1997,3,,ORG
67118a08a620e436ef12a807,location co file,3,,ORG
67118a08a620e436ef12a808,extinguisher file and maintenance sd unit,3,,ORG
67118a08a620e436ef12a810,r23b rate adj,3,,ORG
67118a08a620e436ef12a811,bill clerk,69,,ORG
67118a08a620e436ef12a813,shop order mt. clare,3,,ORG
67118a08a620e436ef12a816,r23b pos,3,,ORG
67118a08a620e436ef12a817,accident rept clk,3,,ORG
67118a08a620e436ef12a81b,r24 r&o,3,,ORG
67118a08a620e436ef12a81c,ed,288,,ORG
67118a08a620e436ef12a820,pull & pass clerk,3,,ORG
67118a08a620e436ef12a822,clark,174,,ORG
67118a08a620e436ef12a825,miscel service,36,,ORG
67118a08a620e436ef12a827,martin,102,,ORG
67118a08a620e436ef12a829,frt,2670,,ORG
67118a08a620e436ef12a82b,e5701-d-8 inv,3,,ORG
67118a08a620e436ef12a82e,social security,4785,,ORG
67118a08a620e436ef12a831,wsh,12,,ORG
67118a08a620e436ef12a836,diebold 210s-3114,3,,ORG
67118a08a620e436ef12a83b,frt trf wash,3,,ORG
67118a08a620e436ef12a83c,r223b gen inc ll,3,,ORG
67118a08a620e436ef12a83e,dayton,1386,,ORG
67118a08a620e436ef12a843,c.r.bennett-circ,3,,ORG
67118a08a620e436ef12a845,wastom cif,3,,ORG
67118a08a620e436ef12a846,mgr tailer service,3,,ORG
67118a08a620e436ef12a849,ex lab nonunit,3,,ORG
67118a08a620e436ef12a84a,sa dept div,3,,ORG
67118a08a620e436ef12a85a,washington,1986,,ORG
67118a08a620e436ef12a85b,ind.,1524,,ORG
67118a08a620e436ef12a861,v-5 p-3046,3,,ORG
67118a08a620e436ef12a862,operating and timetable,27,,ORG
67118a08a620e436ef12a866,"ohio-nwk

dept",3,,ORG
67118a08a620e436ef12a869,electrical apprentice,3,,ORG
67118a08a620e436ef12a86d,"r-152 b. jensen
 3-16-38",3,,ORG
67118a08a620e436ef12a872,"parker
 1-24-39",3,,ORG
67118a08a620e436ef12a875,registry clerks clerk,3,,ORG
67118a08a620e436ef12a876,r-175,3,,ORG
67118a08a620e436ef12a879,phoebus,3,,ORG
67118a08a620e436ef12a88b,gatx,27,,ORG
67118a08a620e436ef12a88f,franklin beckley keyfauver,3,,ORG
67118a08a620e436ef12a898,no a-28643 social security no,3,,ORG
67118a08a620e436ef12a899,grad college,12,,ORG
67118a08a620e436ef12a89b,fairmont state college,3,,ORG
67118a08a620e436ef12a89d,# 1097565 service,3,,ORG
67118a08a620e436ef12a89e,carman mong m.p,3,,ORG
67118a08a620e436ef12a8a1,fireman ohio-mwk c.t.,3,,ORG
67118a08a620e436ef12a8a7,sta,1191,,ORG
67118a08a620e436ef12a8a8,vigo,6,,ORG
67118a08a620e436ef12a8aa,mw ohio,9,,ORG
67118a08a620e436ef12a8b0,fireman newark c.t.,3,,ORG
67118a08a620e436ef12a8b2,bates,15,,ORG
67118a08a620e436ef12a8b3,r64358-resumed,3,,ORG
67118a08a620e436ef12a8b4,m.s.,108,,ORG
67118a08a620e436ef12a8b5,fuper,3,,ORG
67118a08a620e436ef12a8b6,r64358-furl,3,,ORG
67118a08a620e436ef12a8b8,"bsn 5/26/45
 ",3,,ORG
67118a08a620e436ef12a8bb,gpo,9,,ORG
67118a08a620e436ef12a8c3,signalman balto n.w. 58th stn,3,,ORG
67118a08a620e436ef12a8c7,signal helper,66,,ORG
67118a08a620e436ef12a8c9,asst,1770,,ORG
67118a08a620e436ef12a8ce,yard clerk,438,,ORG
67118a08a620e436ef12a8d2,"keyser, alfred f. keyser",3,,ORG
67118a08a620e436ef12a8d5,birth certificate,96,,ORG
67118a08a620e436ef12a8da,education high school,294,,ORG
67118a08a620e436ef12a8e1,r80358-skd,3,,ORG
67118a08a620e436ef12a8e5,"3er
r8001-b injured",3,,ORG
67118a08a620e436ef12a8e7,number\nshutt,3,,ORG
67118a08a620e436ef12a8ef,ohio railroad company name,90,,ORG
67118a08a620e436ef12a8f2,held service,3,,ORG
67118a08a620e436ef12a8f7,trackman pgh,51,,ORG
67118a08a620e436ef12a8f8,m.w. johnstown p54(7)-b,3,,ORG
67118a08a620e436ef12a8fc,h furl'd,6,,ORG
67118a08a620e436ef12a8fe,"education hs
service dates occupation division department location rate of pay",3,,ORG
67118a08a620e436ef12a900,rte inst,3,,ORG
67118a08a620e436ef12a901,ex trucker,18,,ORG
67118a08a620e436ef12a904,asheville,6,,ORG
67118a08a620e436ef12a906,mechanical air transportation rates of pay,12,,ORG
67118a08a620e436ef12a90d,social security no schooling,6,,ORG
67118a08a620e436ef12a90e,"hearing h
transportation",12,,ORG
67118a08a620e436ef12a91a,occupation shop laborer ex,3,,ORG
67118a08a620e436ef12a91b,yard clerk ex,3,,ORG
67118a08a620e436ef12a91d,toledo c.t.,51,,ORG
67118a08a620e436ef12a922,clerk no emer no contract 2690283 pilot,3,,ORG
67118a08a620e436ef12a927,date occupation division,144,,ORG
67118a08a620e436ef12a928,"h
transportation",27,,ORG
67118a08a620e436ef12a92a,fireman buffalo t,3,,ORG
67118a08a620e436ef12a92b,kidder & elm a,3,,ORG
67118a08a620e436ef12a92c,kidder & elm promoted,3,,ORG
67118a08a620e436ef12a92e,j. de miller,3,,ORG
67118a08a620e436ef12a931,richards & merrie a,3,,ORG
67118a08a620e436ef12a932,richards & merrie,3,,ORG
67118a08a620e436ef12a933,kidder & richards,6,,ORG
67118a08a620e436ef12a934,stokes & richard,15,,ORG
67118a08a620e436ef12a935,stokes & mehergy,6,,ORG
67118a08a620e436ef12a936,stokes & green a,3,,ORG
67118a08a620e436ef12a937,stokes & green,3,,ORG
67118a08a620e436ef12a939,buffalo division &,3,,ORG
67118a08a620e436ef12a93b,international correspondence school car,3,,ORG
67118a08a620e436ef12a942,schooling high school graduate,18,,ORG
67118a08a620e436ef12a943,mechanical m sight s,102,,ORG
67118a08a620e436ef12a946,residence cert,3,,ORG
67118a08a620e436ef12a947,i.d. i.d. #,6,,ORG
67118a08a620e436ef12a948,helper comb,3,,ORG
67118a08a620e436ef12a949,c.i. comb,3,,ORG
67118a08a620e436ef12a94e,thar,3,,ORG
67118a08a620e436ef12a952,nw buffale personal 55 resgd rs8168 new,3,,ORG
67118a08a620e436ef12a953,resgd rs8168,3,,ORG
67118a08a620e436ef12a956,brakeman school ct,6,,ORG
67118a08a620e436ef12a95b,req,12,,ORG
67118a08a620e436ef12a95f,call clk,3,,ORG
67118a08a620e436ef12a966,section foreman,57,,ORG
67118a08a620e436ef12a96c,remitted rate of pay employment,3,,ORG
67118a08a620e436ef12a96d,wash. ind. stage .54 v .63 r583,3,,ORG
67118a08a620e436ef12a96e,b3 received,3,,ORG
67118a08a620e436ef12a975,cleveland,2346,,ORG
67118a08a620e436ef12a976,furl'd tidp ttiep-left furl'd,3,,ORG
67118a08a620e436ef12a979,national guard,138,,ORG
67118a08a620e436ef12a97a,"mong
dept",6,,ORG
67118a08a620e436ef12a982,r.d. card,117,,ORG
67118a08a620e436ef12a983,c service,3,,ORG
67118a08a620e436ef12a984,shop laborer cumberland,3,,ORG
67118a08a620e436ef12a987,mechanical m air a,69,,ORG
67118a08a620e436ef12a989,cused,3,,ORG
67118a08a620e436ef12a98d,j.a. braund,3,,ORG
67118a08a620e436ef12a990,lms,3,,ORG
67118a08a620e436ef12a996,monongah division,384,,ORG
67118a08a620e436ef12a998,grafton,2715,,ORG
67118a08a620e436ef12a99e,"arthur dallas rohrbough, jr.",3,,ORG
67118a08a620e436ef12a99f,the monongah division,261,,ORG
67118a08a620e436ef12a9a9,carman's seniority roster for east side,6,,ORG
67118a08a620e436ef12a9ab,baltimore division,492,,ORG
67118a08a620e436ef12a9b1,smith,429,,ORG
67118a08a620e436ef12a9b6,freight conductor,204,,ORG
67118a08a620e436ef12a9bb,db-29547-0,9,,ORG
67118a08a620e436ef12a9c4,division	department,414,,ORG
67118a08a620e436ef12a9c7,"edward
social security no",9,,ORG
67118a08a620e436ef12a9c8,bal,90,,ORG
67118a08a620e436ef12a9cc,social security no examined mechanical m air a,3,,ORG
67118a08a620e436ef12a9cf,trackman sec,114,,ORG
67118a08a620e436ef12a9d4,furloughed pittsburgh division,3,,ORG
67118a08a620e436ef12a9d6,willard yard,36,,ORG
67118a08a620e436ef12a9d7,the chicago division. service,3,,ORG
67118a08a620e436ef12a9d8,yard run 301,6,,ORG
67118a08a620e436ef12a9d9,b&o 267099,3,,ORG
67118a08a620e436ef12a9db,pittsburgh,2739,,ORG
67118a08a620e436ef12a9dc,willard yard divisions,3,,ORG
67118a08a620e436ef12a9de,machine brass w clare,3,,ORG
67118a08a620e436ef12a9e0,new brass,3,,ORG
67118a08a620e436ef12a9e1,incl brass mp,3,,ORG
67118a08a620e436ef12a9e5,ibm,69,,ORG
67118a08a620e436ef12a9e6,lc 21 social security no,3,,ORG
67118a08a620e436ef12a9e7,w st. louis,3,,ORG
67118a08a620e436ef12a9f0,nrmcr,3,,ORG
67118a08a620e436ef12a9f1,fireman toledo 5-2-50,3,,ORG
67118a08a620e436ef12a9f2,tol-ind 8-2-51,3,,ORG
67118a08a620e436ef12a9f8,hammon,6,,ORG
67118a08a620e436ef12a9fa,branch army,108,,ORG
67118a08a620e436ef12a9fb,webster springs h.s.,3,,ORG
67118a08a620e436ef12a9ff,college other previous firm,3,,ORG
67118a08a620e436ef12aa01,const. co. grafton,3,,ORG
67118a08a620e436ef12aa02,"laborer, eqt",3,,ORG
67118a08a620e436ef12aa03,fishers texaco station,3,,ORG
67118a08a620e436ef12aa04,attendant dept,3,,ORG
67118a08a620e436ef12aa05,motor vehicles charleston,3,,ORG
67118a08a620e436ef12aa0c,helper electrician,24,,ORG
67118a08a620e436ef12aa0e,nname,24,,ORG
67118a08a620e436ef12aa0f,capobianco,3,,ORG
67118a08a620e436ef12aa11,nfrt,9,,ORG
67118a08a620e436ef12aa13,neast side  n3-,3,,ORG
67118a08a620e436ef12aa14,nterminal yard  n10-16-51,3,,ORG
67118a08a620e436ef12aa15,ndiv,21,,ORG
67118a08a620e436ef12aa16,rolt,3,,ORG
67118a08a620e436ef12aa18,nyard foreman  neast side,3,,ORG
67118a08a620e436ef12aa19,phila,678,,ORG
67118a08a620e436ef12aa1a,e.s. yard  nr8468-from term,3,,ORG
67118a08a620e436ef12aa1b,nr601b-inv,3,,ORG
67118a08a620e436ef12aa1c,nincap,15,,ORG
67118a08a620e436ef12aa1d,rhm,18,,ORG
67118a08a620e436ef12aa22,mechanical: m,12,,ORG
67118a08a620e436ef12aa26,left service,414,,ORG
67118a08a620e436ef12aa27,shuttle,3,,ORG
67118a08a620e436ef12aa28,spdls,3,,ORG
67118a08a620e436ef12aa29,loa,24,,ORG
67118a08a620e436ef12aa2b,ohio railroad company born,6,,ORG
67118a08a620e436ef12aa2d,fireman / toledo / * / *,3,,ORG
67118a08a620e436ef12aa2e,"fireman / toledo / s / mcçll
7-1-40 / * / * / aas en / part",3,,ORG
67118a08a620e436ef12aa2f,hamilton,618,,ORG
67118a08a620e436ef12aa37,"dr 3164-p
 ",3,,ORG
67118a08a620e436ef12aa3b,milford branch shop,3,,ORG
67118a08a620e436ef12aa3f,insniructions,3,,ORG
67118a08a620e436ef12aa49,labour toledo mfg w r 56,3,,ORG
67118a08a620e436ef12aa4c,7643 labour,3,,ORG
67118a08a620e436ef12aa4d,labour,33,,ORG
67118a08a620e436ef12aa4e,cj,9,,ORG
67118a08a620e436ef12aa50,jones,189,,ORG
67118a08a620e436ef12aa52,helper mong,18,,ORG
67118a08a620e436ef12aa58,cumberland division,300,,ORG
67118a08a620e436ef12aa5f,parkersburg,1563,,ORG
67118a08a620e436ef12aa63,trackman p.a. clark,3,,ORG
67118a08a620e436ef12aa64,ohio division,270,,ORG
67118a08a620e436ef12aa67,trackman p.a. clark's,3,,ORG
67118a08a620e436ef12aa6b,opr,564,,ORG
67118a08a620e436ef12aa6d,carman frt,909,,ORG
67118a08a620e436ef12aa6f,rpo mp,3,,ORG
67118a08a620e436ef12aa72,application information,3,,ORG
67118a08a620e436ef12aa73,"carman, inc classification, operator",3,,ORG
67118a08a620e436ef12aa74,satellite job information,3,,ORG
67118a08a620e436ef12aa75,"m, mp rail rd",3,,ORG
67118a08a620e436ef12aa77,welder,12,,ORG
67118a08a620e436ef12aa7a,i/m 113780,3,,ORG
67118a08a620e436ef12aa7b,carman  clumb,3,,ORG
67118a08a620e436ef12aa7c,m.p. keyser car,36,,ORG
67118a08a620e436ef12aa81,keyser #7017,3,,ORG
67118a08a620e436ef12aa84,loc,42,,ORG
67118a08a620e436ef12aa88,lohinski bernard marcian,6,,ORG
67118a08a620e436ef12aa89,perc,3,,ORG
67118a08a620e436ef12aa8b,data proc,9,,ORG
67118a08a620e436ef12aa8c,c&d clerk,3,,ORG
67118a08a620e436ef12aa8f,eberle jewelry company,3,,ORG
67118a08a620e436ef12aa91,db33021-p 4-30-54,3,,ORG
67118a08a620e436ef12aa92,malwood yard lockland,3,,ORG
67118a08a620e436ef12aa9f,graduated college,48,,ORG
67118a08a620e436ef12aaa0,miscel supplementary,3,,ORG
67118a08a620e436ef12aaa1,"fireman
chgo",3,,ORG
67118a08a620e436ef12aaa7,n n n .625,3,,ORG
67118a08a620e436ef12aaa9,r3616-a. r&c chgd,3,,ORG
67118a08a620e436ef12aaaa,n n n r3616-a. r-egd,3,,ORG
67118a08a620e436ef12aaab,n n n n r3917-a,3,,ORG
67118a08a620e436ef12aaac,carmn bpo n n n n,3,,ORG
67118a08a620e436ef12aaaf,mong,228,,ORG
67118a08a620e436ef12aab1,pur o3-10-62,3,,ORG
67118a08a620e436ef12aab2,ohio railroad co.,8436,,ORG
67118a08a620e436ef12aab6,schooling grade high school,9,,ORG
67118a08a620e436ef12aab7,mechanical m air a transportation t physical,3,,ORG
67118a08a620e436ef12aab8,"sight s hearing h color c
date occupation division",3,,ORG
67118a08a620e436ef12aab9,o.c.y appl,3,,ORG
67118a08a620e436ef12aabd,extra yard clerk,3,,ORG
67118a08a620e436ef12aabe,repp-baltimore 94,3,,ORG
67118a08a620e436ef12aac0,operation and maintenance c. e. bertrand,3,,ORG
67118a08a620e436ef12aac4,list new yorker,3,,ORG
67118a08a620e436ef12aac6,db-24056-c.,3,,ORG
67118a08a620e436ef12aac9,ress,3,,ORG
67118a08a620e436ef12aacb,cumber stores,3,,ORG
67118a08a620e436ef12aacd,lof ms,3,,ORG
67118a08a620e436ef12aace,cumberland appl,6,,ORG
67118a08a620e436ef12aacf,r&o,354,,ORG
67118a08a620e436ef12aad4,s sa,3,,ORG
67118a08a620e436ef12aad6,xing watchman pittsburgh & t. mckeesport,3,,ORG
67118a08a620e436ef12aad8,absa,3,,ORG
67118a08a620e436ef12aadb,chilli,6,,ORG
67118a08a620e436ef12aade,james l social security no. born,3,,ORG
67118a08a620e436ef12aadf,occupies laborer sta dept,3,,ORG
67118a08a620e436ef12aae5,chillicothe,726,,ORG
67118a08a620e436ef12aae9,fireman and oiler,12,,ORG
67118a08a620e436ef12aaef,"service
service dates",3,,ORG
67118a08a620e436ef12aaf0,r374a. avg earn,3,,ORG
67118a08a620e436ef12aaf4,st. dept,24,,ORG
67118a08a620e436ef12aaf5,occupation labor st.,6,,ORG
67118a08a620e436ef12aaf6,"charlotte tools, co. buffalo",3,,ORG
67118a08a620e436ef12aaf7,r588,6,,ORG
67118a08a620e436ef12ab01,ohio-mcw-5-,3,,ORG
67118a08a620e436ef12ab07,laborer ohio mechanical mechanical air sight hearing color of left service,3,,ORG
67118a08a620e436ef12ab0b,.56 rate,3,,ORG
67118a08a620e436ef12ab11,r.d. cert no,54,,ORG
67118a08a620e436ef12ab12,villanova univ,3,,ORG
67118a08a620e436ef12ab13,b.s. psychology,3,,ORG
67118a08a620e436ef12ab14,"helper
management trainee
corp. pl",3,,ORG
67118a08a620e436ef12ab15,citc,3,,ORG
67118a08a620e436ef12ab16,trans,12,,ORG
67118a08a620e436ef12ab17,mt.clare,51,,ORG
67118a08a620e436ef12ab19,"pss
appl",3,,ORG
67118a08a620e436ef12ab1f,scc,3,,ORG
67118a08a620e436ef12ab21,mechnical air,3,,ORG
67118a08a620e436ef12ab23,h bearing,3,,ORG
67118a08a620e436ef12ab28,pred inspection exercises,3,,ORG
67118a08a620e436ef12ab30,loeb3 lawns,3,,ORG
67118a08a620e436ef12ab32,bearer triple 37,3,,ORG
67118a08a620e436ef12ab33,truck enforcement,3,,ORG
67118a08a620e436ef12ab36,ohio-nww m.p. stock yards appl,3,,ORG
67118a08a620e436ef12ab3b,national guard active reserve ty inactive reserve previous employment,3,,ORG
67118a08a620e436ef12ab3c,pure paper bag go dovis & shescial co. address,3,,ORG
67118a08a620e436ef12ab45,cincinnati appl,6,,ORG
67118a08a620e436ef12ab4b,brakman,27,,ORG
67118a08a620e436ef12ab4d,hallor clks,3,,ORG
67118a08a620e436ef12ab4f,ext,9,,ORG
67118a08a620e436ef12ab50,"c.,'t",3,,ORG
67118a08a620e436ef12ab51,aml,3,,ORG
67118a08a620e436ef12ab53,"po
c.
ext",3,,ORG
67118a08a620e436ef12ab54,times,15,,ORG
67118a08a620e436ef12ab57,"disco
pos
caldwell",3,,ORG
67118a08a620e436ef12ab5b,the clerical orientation program,150,,ORG
67118a08a620e436ef12ab69,haaool reception room agency,3,,ORG
67118a08a620e436ef12ab6a,wmen of shomrim n.y.c. organization,6,,ORG
67118a08a620e436ef12ab6c,wmen of harlem n.y.c. organization,3,,ORG
67118a08a620e436ef12ab6e,wmen of harlem,3,,ORG
67118a08a620e436ef12ab6f,post office h.r.,3,,ORG
67118a08a620e436ef12ab71,broad,6,,ORG
67118a08a620e436ef12ab72,nycrr,3,,ORG
67118a08a620e436ef12ab74,sreer,3,,ORG
67118a08a620e436ef12ab75,wpa,9,,ORG
67118a08a620e436ef12ab78,broadway receiver,3,,ORG
67118a08a620e436ef12ab79,mag adler,6,,ORG
67118a08a620e436ef12ab7a,sra,18,,ORG
67118a08a620e436ef12ab7c,ira,9,,ORG
67118a08a620e436ef12ab7e,wmen of harlem admit,3,,ORG
67118a08a620e436ef12ab7f,lateral check school payment,3,,ORG
67118a08a620e436ef12ab80,astoria s. rec,6,,ORG
67118a08a620e436ef12ab82,hoffman dept,3,,ORG
67118a08a620e436ef12ab85,liberty bank,3,,ORG
67118a08a620e436ef12ab8a,broadway sch,3,,ORG
67118a08a620e436ef12ab8e,broadway school helmseme,3,,ORG
67118a08a620e436ef12ab8f,"broad scho h.
 ",3,,ORG
67118a08a620e436ef12ab90,woodbury,3,,ORG
67118a08a620e436ef12ab92,examinedmechanical m air a,3,,ORG
67118a08a620e436ef12ab93,serviceemployment numberremarksfirst r 4233asocial security no,3,,ORG
67118a08a620e436ef12ab97,"division, department",90,,ORG
67118a08a620e436ef12ab98,"location, rate of pay",9,,ORG
67118a08a620e436ef12ab99,chg,84,,ORG
67118a08a620e436ef12ab9a,distb,3,,ORG
67118a08a620e436ef12ab9b,switchmn,6,,ORG
67118a08a620e436ef12ab9d,tr8s,3,,ORG
67118a08a620e436ef12aba4,"n.p.
transportation",3,,ORG
67118a08a620e436ef12aba5,"janison
rate per hour",3,,ORG
67118a08a620e436ef12abab,akron division,126,,ORG
67118a08a620e436ef12abb0,book of operating rules,162,,ORG
67118a08a620e436ef12abb2,the akron division,63,,ORG
67118a08a620e436ef12abb3,o.f. burkhart,3,,ORG
67118a08a620e436ef12abbb,pay cause left service employment,6,,ORG
67118a08a620e436ef12abc5,emp no 361350,3,,ORG
67118a08a620e436ef12abc7,trailer service balto,3,,ORG
67118a08a620e436ef12abc8,incr,72,,ORG
67118a08a620e436ef12abc9,gen mgr,12,,ORG
67118a08a620e436ef12abce,hallett interlocker,3,,ORG
67118a08a620e436ef12abd7,new york,495,,ORG
67118a08a620e436ef12abd8,4537,3,,ORG
67118a08a620e436ef12abdd,ivorydale,99,,ORG
67118a08a620e436ef12abe9,cause left service,1158,,ORG
67118a08a620e436ef12abee,10th grade,6,,ORG
67118a08a620e436ef12abf3,r35-a trf'd,3,,ORG
67118a08a620e436ef12abf6,tinner mwob hobey,3,,ORG
67118a08a620e436ef12abf7,elctr hpr,3,,ORG
67118a08a620e436ef12abfc,b.w. helper,6,,ORG
67118a08a620e436ef12abfd,lincoln st.,39,,ORG
67118a08a620e436ef12abfe,boilermaker,309,,ORG
67118a08a620e436ef12ac04,psg,12,,ORG
67118a08a620e436ef12ac06,r&o ry,3,,ORG
67118a08a620e436ef12ac08,b&o railway,3,,ORG
67118a08a620e436ef12ac09,"ohio railroad company
employee",12,,ORG
67118a08a620e436ef12ac0e,operation and timetable rules,3,,ORG
67118a08a620e436ef12ac10,locomotive engineer,150,,ORG
67118a08a620e436ef12ac13,revolver,3,,ORG
67118a08a620e436ef12ac14,"holden
 guider 509",3,,ORG
67118a08a620e436ef12ac15,"ipl ros
34e
 60
 ",3,,ORG
67118a08a620e436ef12ac18,grafton loco shop,9,,ORG
67118a08a620e436ef12ac1b,helper electrician's,3,,ORG
67118a08a620e436ef12ac1c,the helper electrician's,9,,ORG
67118a08a620e436ef12ac23,frr;brakeman,3,,ORG
67118a08a620e436ef12ac24,st.louis division,12,,ORG
67118a08a620e436ef12ac25,this &te,3,,ORG
67118a08a620e436ef12ac27,the st. louis division,48,,ORG
67118a08a620e436ef12ac2b,9th college,3,,ORG
67118a08a620e436ef12ac2c,bates occupation division department location rate of pay,3,,ORG
67118a08a620e436ef12ac2d,mpr,45,,ORG
67118a08a620e436ef12ac2e,crun,3,,ORG
67118a08a620e436ef12ac2f,allegheny,288,,ORG
67118a08a620e436ef12ac30,hlpr elec,3,,ORG
67118a08a620e436ef12ac31,ca stores,3,,ORG
67118a08a620e436ef12ac32,crane opr,66,,ORG
67118a08a620e436ef12ac36,hellon ply,3,,ORG
67118a08a620e436ef12ac3a,muncie division,3,,ORG
67118a08a620e436ef12ac3d,repair department,3,,ORG
